soft_negative
"('protein_22', 'protein_5')"
"('protein_22', 'protein_6')"
"('protein_22', 'protein_8')"
"('protein_22', 'protein_15')"
"('protein_22', 'protein_19')"
"('protein_22', 'protein_20')"
"('protein_22', 'protein_23')"
"('protein_22', 'protein_24')"
"('protein_22', 'protein_25')"
"('protein_22', 'protein_27')"
"('protein_22', 'protein_28')"
"('protein_22', 'protein_31')"
"('protein_22', 'protein_32')"
"('protein_22', 'protein_33')"
"('protein_22', 'protein_34')"
"('protein_22', 'protein_36')"
"('protein_22', 'protein_37')"
"('protein_22', 'protein_41')"
"('protein_22', 'protein_45')"
"('protein_22', 'protein_46')"
"('protein_22', 'protein_49')"
"('protein_26', 'protein_4')"
"('protein_26', 'protein_5')"
"('protein_26', 'protein_6')"
"('protein_26', 'protein_8')"
"('protein_26', 'protein_12')"
"('protein_26', 'protein_15')"
"('protein_26', 'protein_19')"
"('protein_26', 'protein_20')"
"('protein_26', 'protein_23')"
"('protein_26', 'protein_24')"
"('protein_26', 'protein_25')"
"('protein_26', 'protein_27')"
"('protein_26', 'protein_28')"
"('protein_26', 'protein_31')"
"('protein_26', 'protein_32')"
"('protein_26', 'protein_33')"
"('protein_26', 'protein_34')"
"('protein_26', 'protein_36')"
"('protein_26', 'protein_37')"
"('protein_26', 'protein_41')"
"('protein_26', 'protein_45')"
"('protein_26', 'protein_46')"
"('protein_26', 'protein_49')"
"('protein_29', 'protein_1')"
"('protein_29', 'protein_4')"
"('protein_29', 'protein_5')"
"('protein_29', 'protein_6')"
"('protein_29', 'protein_8')"
"('protein_29', 'protein_12')"
"('protein_29', 'protein_15')"
"('protein_29', 'protein_19')"
"('protein_29', 'protein_20')"
"('protein_29', 'protein_23')"
"('protein_29', 'protein_24')"
"('protein_29', 'protein_25')"
"('protein_29', 'protein_27')"
"('protein_29', 'protein_28')"
"('protein_29', 'protein_31')"
"('protein_29', 'protein_32')"
"('protein_29', 'protein_33')"
"('protein_29', 'protein_34')"
"('protein_29', 'protein_36')"
"('protein_29', 'protein_37')"
"('protein_29', 'protein_41')"
"('protein_29', 'protein_45')"
"('protein_29', 'protein_46')"
"('protein_29', 'protein_49')"
"('protein_30', 'protein_1')"
"('protein_30', 'protein_4')"
"('protein_30', 'protein_5')"
"('protein_30', 'protein_6')"
"('protein_30', 'protein_8')"
"('protein_30', 'protein_12')"
"('protein_30', 'protein_15')"
"('protein_30', 'protein_19')"
"('protein_30', 'protein_20')"
"('protein_30', 'protein_23')"
"('protein_30', 'protein_24')"
"('protein_30', 'protein_25')"
"('protein_30', 'protein_27')"
"('protein_30', 'protein_28')"
"('protein_30', 'protein_31')"
"('protein_30', 'protein_32')"
"('protein_30', 'protein_33')"
"('protein_30', 'protein_34')"
"('protein_30', 'protein_36')"
"('protein_30', 'protein_37')"
"('protein_30', 'protein_41')"
"('protein_30', 'protein_45')"
"('protein_30', 'protein_46')"
"('protein_30', 'protein_49')"
"('protein_35', 'protein_1')"
"('protein_35', 'protein_4')"
"('protein_35', 'protein_5')"
"('protein_35', 'protein_6')"
"('protein_35', 'protein_8')"
"('protein_35', 'protein_12')"
"('protein_35', 'protein_15')"
"('protein_35', 'protein_20')"
"('protein_35', 'protein_23')"
"('protein_35', 'protein_24')"
"('protein_35', 'protein_25')"
"('protein_35', 'protein_27')"
"('protein_35', 'protein_28')"
"('protein_35', 'protein_31')"
"('protein_35', 'protein_32')"
"('protein_35', 'protein_33')"
"('protein_35', 'protein_34')"
"('protein_35', 'protein_36')"
"('protein_35', 'protein_37')"
"('protein_35', 'protein_41')"
"('protein_35', 'protein_45')"
"('protein_35', 'protein_46')"
"('protein_35', 'protein_49')"
"('protein_38', 'protein_1')"
"('protein_38', 'protein_4')"
"('protein_38', 'protein_5')"
"('protein_38', 'protein_6')"
"('protein_38', 'protein_8')"
"('protein_38', 'protein_12')"
"('protein_38', 'protein_15')"
"('protein_38', 'protein_19')"
"('protein_38', 'protein_20')"
"('protein_38', 'protein_23')"
"('protein_38', 'protein_25')"
"('protein_38', 'protein_27')"
"('protein_38', 'protein_28')"
"('protein_38', 'protein_31')"
"('protein_38', 'protein_33')"
"('protein_38', 'protein_34')"
"('protein_38', 'protein_36')"
"('protein_38', 'protein_37')"
"('protein_38', 'protein_41')"
"('protein_38', 'protein_45')"
"('protein_38', 'protein_46')"
"('protein_38', 'protein_49')"
"('protein_39', 'protein_1')"
"('protein_39', 'protein_4')"
"('protein_39', 'protein_5')"
"('protein_39', 'protein_6')"
"('protein_39', 'protein_8')"
"('protein_39', 'protein_12')"
"('protein_39', 'protein_15')"
"('protein_39', 'protein_19')"
"('protein_39', 'protein_20')"
"('protein_39', 'protein_23')"
"('protein_39', 'protein_24')"
"('protein_39', 'protein_25')"
"('protein_39', 'protein_27')"
"('protein_39', 'protein_28')"
"('protein_39', 'protein_31')"
"('protein_39', 'protein_32')"
"('protein_39', 'protein_33')"
"('protein_39', 'protein_34')"
"('protein_39', 'protein_36')"
"('protein_39', 'protein_37')"
"('protein_39', 'protein_41')"
"('protein_39', 'protein_45')"
"('protein_39', 'protein_46')"
"('protein_39', 'protein_49')"
"('protein_40', 'protein_1')"
"('protein_40', 'protein_4')"
"('protein_40', 'protein_5')"
"('protein_40', 'protein_6')"
"('protein_40', 'protein_8')"
"('protein_40', 'protein_12')"
"('protein_40', 'protein_15')"
"('protein_40', 'protein_19')"
"('protein_40', 'protein_20')"
"('protein_40', 'protein_23')"
"('protein_40', 'protein_24')"
"('protein_40', 'protein_25')"
"('protein_40', 'protein_27')"
"('protein_40', 'protein_28')"
"('protein_40', 'protein_31')"
"('protein_40', 'protein_32')"
"('protein_40', 'protein_33')"
"('protein_40', 'protein_34')"
"('protein_40', 'protein_36')"
"('protein_40', 'protein_37')"
"('protein_40', 'protein_41')"
"('protein_40', 'protein_45')"
"('protein_40', 'protein_46')"
"('protein_40', 'protein_49')"
"('protein_42', 'protein_1')"
"('protein_42', 'protein_4')"
"('protein_42', 'protein_5')"
"('protein_42', 'protein_6')"
"('protein_42', 'protein_8')"
"('protein_42', 'protein_12')"
"('protein_42', 'protein_15')"
"('protein_42', 'protein_19')"
"('protein_42', 'protein_23')"
"('protein_42', 'protein_24')"
"('protein_42', 'protein_25')"
"('protein_42', 'protein_27')"
"('protein_42', 'protein_28')"
"('protein_42', 'protein_31')"
"('protein_42', 'protein_32')"
"('protein_42', 'protein_33')"
"('protein_42', 'protein_34')"
"('protein_42', 'protein_36')"
"('protein_42', 'protein_37')"
"('protein_42', 'protein_41')"
"('protein_42', 'protein_45')"
"('protein_42', 'protein_46')"
"('protein_42', 'protein_49')"
"('protein_43', 'protein_1')"
"('protein_43', 'protein_4')"
"('protein_43', 'protein_5')"
"('protein_43', 'protein_6')"
"('protein_43', 'protein_8')"
"('protein_43', 'protein_12')"
"('protein_43', 'protein_15')"
"('protein_43', 'protein_19')"
"('protein_43', 'protein_20')"
"('protein_43', 'protein_23')"
"('protein_43', 'protein_24')"
"('protein_43', 'protein_25')"
"('protein_43', 'protein_27')"
"('protein_43', 'protein_28')"
"('protein_43', 'protein_31')"
"('protein_43', 'protein_32')"
"('protein_43', 'protein_33')"
"('protein_43', 'protein_34')"
"('protein_43', 'protein_36')"
"('protein_43', 'protein_37')"
"('protein_43', 'protein_41')"
"('protein_43', 'protein_45')"
"('protein_43', 'protein_46')"
"('protein_43', 'protein_49')"
"('protein_44', 'protein_1')"
"('protein_44', 'protein_4')"
"('protein_44', 'protein_5')"
"('protein_44', 'protein_6')"
"('protein_44', 'protein_8')"
"('protein_44', 'protein_12')"
"('protein_44', 'protein_15')"
"('protein_44', 'protein_19')"
"('protein_44', 'protein_20')"
"('protein_44', 'protein_23')"
"('protein_44', 'protein_24')"
"('protein_44', 'protein_25')"
"('protein_44', 'protein_27')"
"('protein_44', 'protein_28')"
"('protein_44', 'protein_31')"
"('protein_44', 'protein_32')"
"('protein_44', 'protein_33')"
"('protein_44', 'protein_34')"
"('protein_44', 'protein_36')"
"('protein_44', 'protein_37')"
"('protein_44', 'protein_41')"
"('protein_44', 'protein_45')"
"('protein_44', 'protein_46')"
"('protein_44', 'protein_49')"
"('protein_47', 'protein_1')"
"('protein_47', 'protein_4')"
"('protein_47', 'protein_5')"
"('protein_47', 'protein_6')"
"('protein_47', 'protein_8')"
"('protein_47', 'protein_12')"
"('protein_47', 'protein_15')"
"('protein_47', 'protein_19')"
"('protein_47', 'protein_20')"
"('protein_47', 'protein_23')"
"('protein_47', 'protein_24')"
"('protein_47', 'protein_25')"
"('protein_47', 'protein_27')"
"('protein_47', 'protein_28')"
"('protein_47', 'protein_31')"
"('protein_47', 'protein_32')"
"('protein_47', 'protein_33')"
"('protein_47', 'protein_34')"
"('protein_47', 'protein_36')"
"('protein_47', 'protein_37')"
"('protein_47', 'protein_41')"
"('protein_47', 'protein_45')"
"('protein_47', 'protein_46')"
"('protein_47', 'protein_49')"
"('protein_48', 'protein_1')"
"('protein_48', 'protein_4')"
"('protein_48', 'protein_5')"
"('protein_48', 'protein_6')"
"('protein_48', 'protein_8')"
"('protein_48', 'protein_12')"
"('protein_48', 'protein_15')"
"('protein_48', 'protein_19')"
"('protein_48', 'protein_20')"
"('protein_48', 'protein_23')"
"('protein_48', 'protein_24')"
"('protein_48', 'protein_25')"
"('protein_48', 'protein_27')"
"('protein_48', 'protein_28')"
"('protein_48', 'protein_31')"
"('protein_48', 'protein_32')"
"('protein_48', 'protein_33')"
"('protein_48', 'protein_34')"
"('protein_48', 'protein_36')"
"('protein_48', 'protein_37')"
"('protein_48', 'protein_41')"
"('protein_48', 'protein_45')"
"('protein_48', 'protein_46')"
"('protein_48', 'protein_49')"
